Timestamp,Milliseconds,X,Y,Z
5/23/2020 13:17,502,-0.9986725,6.0956116,7.258362
5/23/2020 13:17,513,-1.2668304,6.2380676,7.2218475
5/23/2020 13:17,522,-1.3482208,6.2530365,7.0955505
5/23/2020 13:17,533,-1.2374878,6.1818085,6.979431
5/23/2020 13:17,542,-1.1070099,6.084244,6.848358
5/23/2020 13:17,552,-0.9837036,6.0196075,6.654419
5/23/2020 13:17,563,-1.0489502,6.0704803,6.3078613
5/23/2020 13:17,575,-1.1285553,6.139908,6.117523
5/23/2020 13:17,583,-1.3518219,6.333832,6.149246
5/23/2020 13:17,592,-1.6151733,6.4589386,6.199524
5/23/2020 13:17,603,-1.8282623,6.5535126,6.136078
5/23/2020 13:17,612,-1.8318481,6.5337524,5.914612
5/23/2020 13:17,622,-1.4433899,6.3559875,5.6320953
5/23/2020 13:17,633,-1.3212891,6.3440094,5.4112396
5/23/2020 13:17,642,-1.5265961,6.657654,5.231064
5/23/2020 13:17,653,-1.9186401,6.847992,5.2921295
5/23/2020 13:17,662,-1.9599457,6.812683,5.4453583
5/23/2020 13:17,672,-1.7707977,6.7677917,5.7631836
5/23/2020 13:17,683,-1.5924377,6.852188,5.5141907
5/23/2020 13:17,692,-1.7247162,7.0191803,5.053894
5/23/2020 13:17,703,-2.0335693,7.259796,4.5092163
5/23/2020 13:17,712,-2.119751,7.451935,4.412857
5/23/2020 13:17,724,-2.0395508,7.6326904,4.673218
5/23/2020 13:17,733,-1.988678,7.609955,5.020981
5/23/2020 13:17,742,-2.0736694,7.469284,5.274765
5/23/2020 13:17,753,-1.9916687,7.1454773,5.307678
5/23/2020 13:17,762,-1.636734,6.919815,5.3747253
5/23/2020 13:17,773,-0.36480713,6.045929,6.514969
5/23/2020 13:17,782,0.30078125,5.309128,6.456299
5/23/2020 13:17,793,0.091293335,5.053543,5.2604065
5/23/2020 13:17,802,-0.38575745,5.191803,4.7378693
5/23/2020 13:17,813,-1.4685364,5.318695,4.4379883
5/23/2020 13:17,822,-2.2161255,5.3288727,4.965317
5/23/2020 13:17,833,-2.6129608,4.9799194,5.8607483
5/23/2020 13:17,842,-1.9874725,4.1898346,5.8816986
5/23/2020 13:17,854,-1.2985535,3.551773,5.520767
5/23/2020 13:17,862,-0.5323944,2.9328766,5.223892
5/23/2020 13:17,873,0.6676941,1.9153442,5.3441925
5/23/2020 13:17,882,1.3326874,1.3096008,5.8619385
5/23/2020 13:17,892,1.6451263,0.26034546,6.5215454
5/23/2020 13:17,903,1.3596191,-1.4592896,9.621445
5/23/2020 13:17,912,1.0292206,-1.912384,10.489929
5/23/2020 13:17,923,0.7802124,-2.3601074,9.286255
5/23/2020 13:17,932,0.30137634,-2.271515,9.310791
5/23/2020 13:17,943,-0.842453,-1.8770752,9.587921
5/23/2020 13:17,953,-1.3805542,-1.9111938,9.691467
5/23/2020 13:17,962,-1.6708374,-1.9345398,10.2565
5/23/2020 13:17,973,-2.680008,-1.7076874,10.942444
5/23/2020 13:17,982,-2.3693542,-1.6723785,11.814529
5/23/2020 13:17,993,-2.1844025,-1.4185791,13.243271
5/23/2020 13:17,1002,-3.1779938,-1.3204193,13.693375
5/23/2020 13:17,1013,-3.7148895,-1.5335083,13.948364
5/23/2020 13:17,1022,-3.2402496,-1.6831512,14.002823
5/23/2020 13:17,1033,-2.4926605,-1.9447174,14.697739
5/23/2020 13:17,1042,-2.387909,-2.188324,14.594788
5/23/2020 13:17,1052,-2.7171173,-2.3008423,12.959549
5/23/2020 13:17,1063,-3.3827057,-1.9794312,11.427261
5/23/2020 13:17,1072,-4.5792084,-1.7878876,13.143311
5/23/2020 13:17,1083,-4.9317474,-0.8906708,13.172638
5/23/2020 13:17,1092,-4.178772,-0.21490479,12.618378
5/23/2020 13:17,1103,-4.0620575,0.44230652,11.50209
5/23/2020 13:17,1113,-4.3314056,0.9157562,10.856247
5/23/2020 13:17,1122,-4.594757,1.3892212,9.789627
5/23/2020 13:17,1133,-4.695923,1.5220947,7.9598694
5/23/2020 13:17,1142,-4.8204193,1.5382538,7.6881256
5/23/2020 13:17,1152,-4.5995483,1.6232452,9.297028
5/23/2020 13:17,1162,-4.203308,1.5334625,10.428284
5/23/2020 13:17,1172,-3.001419,1.3963928,10.463593
5/23/2020 13:17,1182,-2.5806427,1.2144318,9.647171
5/23/2020 13:17,1192,-2.6123657,0.82418823,8.763123
5/23/2020 13:17,1202,-2.8912964,0.44709778,9.096512
5/23/2020 13:17,1213,-3.1965485,-0.5105896,9.779449
5/23/2020 13:17,1222,-3.3048859,-1.160614,10.2164
5/23/2020 13:17,1232,-3.5329285,-1.6304779,10.8580475
5/23/2020 13:17,1242,-3.333023,-1.6484222,11.031021
5/23/2020 13:17,1253,-2.6159515,-1.4826355,11.071121
5/23/2020 13:17,1262,-2.5028229,-1.3994293,10.875397
5/23/2020 13:17,1273,-2.8338318,-1.2875061,10.698822
5/23/2020 13:17,1282,-3.1127472,-1.2863007,10.693436
5/23/2020 13:17,1292,-3.0080109,-1.6208954,10.634781
5/23/2020 13:17,1302,-3.2558136,-1.8872528,10.731155
5/23/2020 13:17,1312,-3.677185,-2.2134552,11.472153
5/23/2020 13:17,1322,-3.502411,-2.3535156,11.67627
5/23/2020 13:17,1332,-2.7446442,-2.619278,11.454193
5/23/2020 13:17,1343,-2.444168,-2.7371979,10.759277
5/23/2020 13:17,1352,-2.4411774,-2.769516,9.572952
5/23/2020 13:17,1362,-2.8643494,-2.6929016,9.399979
5/23/2020 13:17,1372,-4.2685547,-2.3559113,9.059402
5/23/2020 13:17,1382,-4.8042603,-2.0452728,8.847519
5/23/2020 13:17,1393,-5.341751,-1.3605194,8.310608
5/23/2020 13:17,1402,-5.630249,-0.8350067,8.146011
5/23/2020 13:17,1413,-6.191101,0.0041656494,8.034683
5/23/2020 13:17,1422,-6.751343,0.59373474,8.286667
5/23/2020 13:17,1433,-7.577942,1.1503906,9.337128
5/23/2020 13:17,1442,-7.5815277,1.3209839,10.078125
5/23/2020 13:17,1453,-6.6747284,1.2868652,10.562958
5/23/2020 13:17,1462,-5.815201,1.155777,10.309174
5/23/2020 13:17,1473,-4.5091705,0.89779663,9.395782
5/23/2020 13:17,1482,-3.9632874,0.70147705,8.666153
5/23/2020 13:17,1493,-3.937561,0.42913818,7.7713165
5/23/2020 13:17,1502,-4.1608124,0.3196106,7.3158264
5/23/2020 13:17,1512,-4.432556,0.3603058,6.5927734
5/23/2020 13:17,1523,-4.7061005,0.50994873,5.9295807
5/23/2020 13:17,1533,-4.815628,0.63204956,5.535141
5/23/2020 13:17,1542,-4.9514923,0.61828613,5.448944
5/23/2020 13:17,1553,-4.917389,0.11968994,6.40184
5/23/2020 13:17,1562,-4.600754,-0.658432,7.68573
5/23/2020 13:17,1573,-4.012375,-1.6993103,9.2677
5/23/2020 13:17,1582,-3.5072021,-2.141632,9.496933
5/23/2020 13:17,1592,-2.7655945,-2.406189,8.717621
5/23/2020 13:17,1603,-2.2957306,-2.413971,8.492569
5/23/2020 13:17,1612,-1.265625,-2.6492004,12.057541
5/23/2020 13:17,1623,-1.1638794,-2.4989624,14.025574
5/23/2020 13:17,1632,-2.2747803,-1.5939636,12.56691
5/23/2020 13:17,1643,-3.2605896,-0.9349518,11.30397
5/23/2020 13:17,1652,-3.819046,-0.3196411,9.475388
5/23/2020 13:17,1663,-3.9166107,-0.29631042,9.158157
5/23/2020 13:17,1672,-3.9094238,-0.5069885,10.004517
5/23/2020 13:17,1683,-4.1500397,-1.0349121,12.07489
5/23/2020 13:17,1692,-5.0035706,-1.9477081,13.226501
5/23/2020 13:17,1702,-5.1657867,-1.5005951,11.098663
5/23/2020 13:17,1712,-4.974243,-0.14846802,9.160553
5/23/2020 13:17,1723,-5.032303,0.42674255,8.178329
5/23/2020 13:17,1732,-5.0909576,0.5548401,8.080765
5/23/2020 13:17,1742,-5.262741,-0.26278687,12.092255
5/23/2020 13:17,1752,-4.511566,-2.4738312,14.863541
5/23/2020 13:17,1763,-3.0421295,-2.3756714,9.471802
5/23/2020 13:17,1772,-2.3507996,-2.670761,9.282654
5/23/2020 13:17,1783,-1.7827759,-2.9813995,8.12207
5/23/2020 13:17,1792,-2.3843231,-2.8078156,7.2852936
5/23/2020 13:17,1803,-2.7248993,-1.9770355,7.551651
5/23/2020 13:17,1812,-3.388092,-0.5117798,5.0479126
5/23/2020 13:17,1823,-5.104721,0.2729187,7.0985413
5/23/2020 13:17,1832,-2.5483246,-0.38249207,13.626938
5/23/2020 13:17,1843,-1.6014099,-0.60276794,10.6707
5/23/2020 13:17,1852,-1.2045746,0.009552002,12.938599
5/23/2020 13:17,1863,-0.45817566,-0.63209534,10.874802
5/23/2020 13:17,1872,-0.65989685,-1.002594,8.312408
5/23/2020 13:17,1882,-1.3913269,-0.16403198,7.5612335
5/23/2020 13:17,1892,-0.79756165,-0.17480469,10.884384
5/23/2020 13:17,1902,-0.36480713,-0.32443237,8.544647
5/23/2020 13:17,1912,-0.46177673,-0.29631042,9.453247
5/23/2020 13:17,1922,-0.9717407,-0.111953735,9.853073
5/23/2020 13:17,1932,-1.1375427,-0.25080872,9.496338
5/23/2020 13:17,1942,-0.96694946,-0.25201416,9.791428
5/23/2020 13:17,1952,-1.1447144,-0.18197632,9.849487
5/23/2020 13:17,1962,-1.092041,-0.2250824,9.933289
5/23/2020 13:17,1972,-1.0609283,-0.26158142,9.847092
5/23/2020 13:17,1982,-1.0298004,-0.27474976,9.84111
5/23/2020 13:17,1992,-1.036377,-0.24961853,9.749527
5/23/2020 13:17,2003,-1.0088501,-0.22328186,9.763901
5/23/2020 13:17,2012,-1.04776,-0.20413208,9.753723
5/23/2020 13:17,2023,-0.9723358,-0.24003601,9.782455
5/23/2020 13:17,2032,-1.0405731,-0.20652771,9.74295
5/23/2020 13:17,2043,-0.9837036,-0.20472717,9.796814
5/23/2020 13:17,2052,-0.9897003,-0.21011353,9.794418
5/23/2020 13:17,2063,-0.9920807,-0.1783905,9.774673
5/23/2020 13:17,2072,-0.97772217,-0.17060852,9.786041
5/23/2020 13:17,2083,-0.99687195,-0.16043091,9.769882
5/23/2020 13:17,2092,-0.98191833,-0.14546204,9.777664
5/23/2020 13:17,2103,-0.9789276,-0.13468933,9.7603
5/23/2020 13:17,2112,-1.000473,-0.10896301,9.774063
5/23/2020 13:17,2123,-0.981308,-0.12631226,9.789627
5/23/2020 13:17,2132,-1.016037,-0.08201599,9.78006
5/23/2020 13:17,2143,-1.023819,-0.1101532,9.772278
5/23/2020 13:17,2153,-0.9897003,-0.12571716,9.776459
5/23/2020 13:17,2162,-1.0184174,-0.1388855,9.72319
5/23/2020 13:17,2173,-0.9902954,-0.1670227,9.74295
5/23/2020 13:17,2182,-1.0387726,-0.12631226,9.72319
5/23/2020 13:17,2193,-1.0489502,-0.15504456,9.730377
5/23/2020 13:17,2202,-1.032196,-0.15444946,9.725586
5/23/2020 13:17,2212,-1.0327911,-0.17001343,9.705841
5/23/2020 13:17,2223,-1.0315857,-0.18437195,9.728577
5/23/2020 13:17,2232,-1.0501404,-0.19274902,9.696259
5/23/2020 13:17,2242,-1.028595,-0.16941833,9.750122
5/23/2020 13:17,2252,-1.0435638,-0.18496704,9.732178
5/23/2020 13:17,2263,-1.0274048,-0.18916321,9.791428
5/23/2020 13:17,2272,-1.0351868,-0.15744019,9.748337
5/23/2020 13:17,2282,-1.0615234,-0.18258667,9.805786
5/23/2020 13:17,2292,-1.023819,-0.17300415,9.8063965
5/23/2020 13:17,2302,-1.0513458,-0.16403198,9.792618
5/23/2020 13:17,2313,-1.0357819,-0.21369934,9.823746
5/23/2020 13:17,2322,-1.0465546,-0.15504456,9.811783
5/23/2020 13:17,2332,-1.0166321,-0.2945099,9.829727
5/23/2020 13:17,2343,-1.0531464,-0.16821289,9.863846
5/23/2020 13:17,2352,-1.0040588,-0.09938049,9.868637
5/23/2020 13:17,2363,-0.97473145,-0.17779541,9.83931
5/23/2020 13:17,2372,-1.0944366,-0.13050842,9.737564
5/23/2020 13:17,2383,-1.0669098,-0.23704529,9.765686
5/23/2020 13:17,2392,-0.9771271,-0.23405457,9.7603
5/23/2020 13:17,2402,-0.99508667,-0.21789551,9.769287
5/23/2020 13:17,2412,-1.0537415,-0.19813538,9.736359
5/23/2020 13:17,2423,-1.0256042,-0.14007568,9.771072
5/23/2020 13:17,2432,-1.060318,-0.17359924,9.70105
5/23/2020 13:17,2443,-1.0381775,-0.15924072,9.777069
5/23/2020 13:17,2452,-1.0567322,-0.095184326,9.712418
5/23/2020 13:17,2462,-1.0094452,-0.10775757,9.738159
5/23/2020 13:17,2473,-1.0483551,-0.10177612,9.8004
5/23/2020 13:17,2482,-1.0663147,-0.05569458,9.756119
5/23/2020 13:17,2492,-1.084259,-0.080825806,9.763901
5/23/2020 13:17,2503,-1.023819,-0.06945801,9.774673
5/23/2020 13:17,2512,-1.071701,-0.061676025,9.756714
5/23/2020 13:17,2523,-1.044754,-0.068847656,9.754318
5/23/2020 13:17,2532,-1.0088501,-0.12033081,9.78125
5/23/2020 13:17,2542,-1.013031,-0.10296631,9.757309
5/23/2020 13:17,2553,-1.0315857,-0.104766846,9.748337
5/23/2020 13:17,2562,-1.044754,-0.15625,9.781845
5/23/2020 13:17,2572,-0.9992676,-0.1568451,9.766281
5/23/2020 13:17,2582,-1.0100403,-0.18856812,9.757309
5/23/2020 13:17,2592,-0.9873047,-0.20114136,9.756119
5/23/2020 13:17,2603,-0.9657593,-0.22387695,9.732773
5/23/2020 13:17,2612,-0.9920807,-0.1963501,9.713608
5/23/2020 13:17,2623,-1.0190277,-0.20831299,9.757904
5/23/2020 13:17,2632,-0.9873047,-0.23944092,9.79921
5/23/2020 13:17,2642,-1.0261993,-0.23764038,9.818359
5/23/2020 13:17,2653,-1.0268097,-0.2071228,9.824341
5/23/2020 13:17,2662,-1.036377,-0.21490479,9.8033905
5/23/2020 13:17,2673,-1.04776,-0.22207642,9.826141
5/23/2020 13:17,2682,-1.055542,-0.17060852,9.830338
5/23/2020 13:17,2692,-1.055542,-0.20652771,9.848282
5/23/2020 13:17,2703,-1.0633087,-0.21609497,9.860855
5/23/2020 13:17,2712,-1.0465546,-0.18797302,9.82196
5/23/2020 13:17,2723,-1.1028137,-0.195755,9.8381195
5/23/2020 13:17,2732,-1.1082001,-0.15385437,9.806992
5/23/2020 13:17,2743,-1.1022186,-0.18078613,9.72319
5/23/2020 13:17,2752,-1.0776825,-0.119140625,9.806992
5/23/2020 13:17,2762,-1.0675049,-0.12631226,9.654953
5/23/2020 13:17,2773,-1.0932465,-0.22029114,9.738159
5/23/2020 13:17,2782,-0.94599915,-0.22088623,9.707626
5/23/2020 13:17,2793,-1.0926514,-0.12452698,9.68309
5/23/2020 13:17,2802,-1.0675049,-0.061676025,9.786636
5/23/2020 13:17,2813,-1.0489502,-0.08262634,9.611267
5/23/2020 13:17,2822,-0.9436035,-0.07064819,9.745941
5/23/2020 13:17,2832,-1.0992279,-0.0413208,9.702835
5/23/2020 13:17,2843,-1.016037,-0.054489136,9.693863
5/23/2020 13:17,2852,-0.9920807,-0.014389038,9.7621
5/23/2020 13:17,2863,-1.0274048,-0.02935791,9.734558
5/23/2020 13:17,2872,-0.9902954,-0.052093506,9.789032
5/23/2020 13:17,2882,-1.0345917,-0.043121338,9.808182
5/23/2020 13:17,2893,-0.96336365,-0.07484436,9.795013
5/23/2020 13:17,2902,-0.97114563,-0.09159851,9.8033905
5/23/2020 13:17,2913,-0.9980774,-0.114349365,9.748337
5/23/2020 13:17,2922,-0.9789276,-0.15086365,9.796814
5/23/2020 13:17,2933,-1.0136414,-0.11074829,9.735764
5/23/2020 13:17,2942,-0.9998627,-0.1717987,9.737564
5/23/2020 13:17,2953,-1.0094452,-0.19335938,9.788437
5/23/2020 13:17,2962,-1.0226135,-0.17300415,9.743546
5/23/2020 13:17,2973,-1.0537415,-0.18437195,9.767487
5/23/2020 13:17,2982,-1.0190277,-0.1903534,9.756119
5/23/2020 13:17,2993,-1.0585327,-0.18258667,9.724991
5/23/2020 13:17,3004,-1.0740967,-0.17060852,9.774673
5/23/2020 13:17,3012,-1.0890503,-0.12930298,9.732773
5/23/2020 13:17,3023,-1.0854645,-0.15863037,9.705231
5/23/2020 13:17,3032,-1.0830688,-0.15924072,9.7716675
5/23/2020 13:17,3043,-1.1147919,-0.0921936,9.747131
5/23/2020 13:17,3052,-1.1351471,-0.11135864,9.792618
5/23/2020 13:17,3062,-1.0938416,-0.13708496,9.786636
5/23/2020 13:17,3073,-1.1058197,-0.11734009,9.757309
5/23/2020 13:17,3082,-1.0770874,-0.1855774,9.7668915
5/23/2020 13:17,3092,-1.0746918,-0.04371643,9.7513275
5/23/2020 13:17,3103,-1.118988,-0.12332153,9.732773
5/23/2020 13:17,3112,-1.0064545,-0.19874573,9.835114
5/23/2020 13:17,3122,-1.020813,-0.13409424,9.78006
5/23/2020 13:17,3133,-1.111206,-0.14726257,9.806992
5/23/2020 13:17,3142,-1.0585327,-0.15324402,9.7668915
5/23/2020 13:17,3153,-1.0220184,-0.17779541,9.739349
5/23/2020 13:17,3162,-1.0136414,-0.14726257,9.802795
5/23/2020 13:17,3173,-1.0818634,-0.13529968,9.7118225
5/23/2020 13:17,3182,-0.99568176,-0.15803528,9.753113
5/23/2020 13:17,3192,-0.98908997,-0.13230896,9.745346
5/23/2020 13:17,3203,-0.9549713,-0.11734009,9.744736
5/23/2020 13:17,3212,-1.0357819,-0.13349915,9.777069
5/23/2020 13:17,3222,-0.976532,-0.097579956,9.757904
5/23/2020 13:17,3233,-1.0136414,-0.06286621,9.798004
5/23/2020 13:17,3242,-0.99508667,-0.11074829,9.789032
5/23/2020 13:17,3253,-1.052536,-0.06585693,9.7668915
5/23/2020 13:17,3262,-1.0178223,-0.08680725,9.781845
5/23/2020 13:17,3272,-1.0657043,-0.114349365,9.744141
5/23/2020 13:17,3283,-1.0453644,-0.10656738,9.772278
5/23/2020 13:17,3292,-1.0429688,-0.123916626,9.722595
5/23/2020 13:17,3302,-1.0178223,-0.13290405,9.756714
5/23/2020 13:17,3313,-1.044754,-0.111953735,9.671722
5/23/2020 13:17,3322,-1.0740967,-0.15924072,9.707031
5/23/2020 13:17,3333,-1.0405731,-0.12452698,9.683685
5/23/2020 13:17,3342,-1.0495453,-0.13948059,9.750122
5/23/2020 13:17,3352,-1.0806732,-0.11074829,9.753113
5/23/2020 13:17,3363,-1.115982,-0.11494446,9.707626
5/23/2020 13:17,3372,-1.0890503,-0.13948059,9.813568
5/23/2020 13:17,3382,-1.1105957,-0.090408325,9.784836
5/23/2020 13:17,3393,-1.123169,-0.12452698,9.824951
5/23/2020 13:17,3402,-1.0944366,-0.1275177,9.829132
5/23/2020 13:17,3413,-1.131546,-0.1209259,9.782455
5/23/2020 13:17,3422,-1.1082001,-0.109558105,9.847092
5/23/2020 13:17,3433,-1.083664,-0.08920288,9.778854
5/23/2020 13:17,3442,-1.1052094,-0.14128113,9.772873
5/23/2020 13:17,3453,-1.0202179,-0.13648987,9.793228
5/23/2020 13:17,3462,-1.0663147,-0.0921936,9.731567
5/23/2020 13:17,3473,-1.0022583,-0.12512207,9.7621
5/23/2020 13:17,3483,-1.0315857,-0.114349365,9.716003
5/23/2020 13:17,3492,-0.99508667,-0.1382904,9.669922
5/23/2020 13:17,3503,-1.005249,-0.12272644,9.724991
5/23/2020 13:17,3512,-1.0112457,-0.0987854,9.656158
5/23/2020 13:17,3522,-1.0142365,-0.15504456,9.737564
5/23/2020 13:17,3532,-1.0088501,-0.14427185,9.753113
5/23/2020 13:17,3543,-1.016037,-0.14247131,9.767487
5/23/2020 13:17,3552,-1.0184174,-0.161026,9.815964
5/23/2020 13:17,3563,-1.0094452,-0.16522217,9.817764
5/23/2020 13:17,3572,-1.0279999,-0.16043091,9.830338
5/23/2020 13:17,3582,-1.0250092,-0.14546204,9.806992
5/23/2020 13:17,3593,-1.0663147,-0.1502533,9.796219
5/23/2020 13:17,3602,-1.0393677,-0.14068604,9.830933
5/23/2020 13:17,3613,-1.0489502,-0.11553955,9.809982
5/23/2020 13:17,3622,-1.0549316,-0.10597229,9.777069
5/23/2020 13:17,3633,-1.0537415,-0.08920288,9.774673
5/23/2020 13:17,3642,-1.079483,-0.06047058,9.739944
5/23/2020 13:17,3653,-1.1046143,0.017333984,9.874619
5/23/2020 13:17,3662,-1.0782776,-1.53E-05,9.58194
5/23/2020 13:17,3673,-1.1303558,0.0382843,9.667526
5/23/2020 13:17,3682,-1.0938416,-0.066467285,9.66214
5/23/2020 13:17,3692,-1.1123962,-0.041915894,9.725586
5/23/2020 13:17,3703,-1.0633087,-0.09638977,9.657944
5/23/2020 13:17,3712,-1.1243744,-0.15385437,9.764496
5/23/2020 13:17,3722,-1.0453644,-0.14726257,9.764496
5/23/2020 13:17,3733,-1.0699005,-0.2292633,9.698654
5/23/2020 13:17,3742,-1.079483,-0.21549988,9.793823
5/23/2020 13:17,3753,-1.0339813,-0.2693634,9.732773
5/23/2020 13:17,3762,-1.1058197,-0.22387695,9.80101
5/23/2020 13:17,3772,-1.0908508,-0.16641235,9.836319
5/23/2020 13:17,3783,-1.0387726,-0.15744019,9.826736
5/23/2020 13:17,3792,-1.0429688,-0.15145874,9.844101
5/23/2020 13:17,3802,-1.0453644,-0.14726257,9.868637
5/23/2020 13:17,3813,-1.023819,-0.114349365,9.825546
5/23/2020 13:17,3822,-1.036377,-0.090408325,9.853073
5/23/2020 13:17,3833,-0.99627686,-0.06706238,9.8428955
5/23/2020 13:17,3842,-1.1088104,-0.011398315,9.733368
5/23/2020 13:17,3852,-1.0531464,-0.030548096,9.774063
5/23/2020 13:17,3863,-1.0501404,-0.016784668,9.745941
5/23/2020 13:17,3872,-0.9944763,-0.13648987,9.635803
5/23/2020 13:17,3883,-1.0327911,-0.059280396,9.705231
5/23/2020 13:17,3892,-1.0136414,-0.10417175,9.569962
5/23/2020 13:17,3902,-1.0483551,-0.07185364,9.693863
5/23/2020 13:17,3913,-1.0118408,-0.09100342,9.584335
5/23/2020 13:17,3922,-1.079483,-0.097579956,9.687286
5/23/2020 13:17,3933,-1.0621185,-0.047302246,9.670517
5/23/2020 13:17,3942,-1.0609283,-0.1101532,9.673508
5/23/2020 13:17,3952,-1.0693054,-0.18258667,9.7621
5/23/2020 13:17,3963,-1.084259,-0.16342163,9.774673
5/23/2020 13:17,3972,-1.1010284,-0.13290405,9.833923
5/23/2020 13:17,3983,-1.087265,-0.06466675,9.850082
5/23/2020 13:17,3992,-1.0992279,-0.09579468,9.799805
5/23/2020 13:17,4003,-1.0106506,-0.068847656,9.846497
5/23/2020 13:17,4012,-1.0309906,-0.07064819,9.8423
5/23/2020 13:17,4022,-1.1088104,-0.10357666,9.868042
5/23/2020 13:17,4033,-1.1261597,-0.13948059,9.857864
5/23/2020 13:17,4042,-1.1088104,-0.18078613,9.865051
5/23/2020 13:17,4052,-1.0621185,-0.12033081,9.83931
5/23/2020 13:17,4063,-1.055542,-0.123916626,9.722
5/23/2020 13:17,4072,-1.005249,-0.11254883,9.718399
5/23/2020 13:17,4082,-1.0010681,-0.1281128,9.743546
5/23/2020 13:17,4093,-0.973526,-0.16223145,9.7196045
5/23/2020 13:17,4102,-1.0411682,-0.1568451,9.668732
5/23/2020 13:17,4112,-1.0669098,-0.13169861,9.724396
5/23/2020 13:17,4123,-1.0375824,-0.13290405,9.723785
5/23/2020 13:17,4132,-1.0669098,-0.068847656,9.714218
5/23/2020 13:17,4142,-1.0429688,-0.05747986,9.624435
5/23/2020 13:17,4153,-0.9974823,-0.03892517,9.647171
5/23/2020 13:17,4162,-0.94659424,-0.053894043,9.649567
5/23/2020 13:17,4173,-0.9334259,-0.05029297,9.74115
5/23/2020 13:17,4182,-1.0274048,-0.047302246,9.754913
5/23/2020 13:17,4193,-1.123169,-0.02935791,9.829132
5/23/2020 13:17,4202,-1.1560974,-0.031143188,9.956619
5/23/2020 13:17,4213,-1.1447144,-0.054489136,9.877014
5/23/2020 13:17,4222,-1.1129913,-0.05569458,9.848282
5/23/2020 13:17,4232,-0.96754456,-0.02935791,9.741745
5/23/2020 13:17,4243,-0.929245,-0.111953735,9.699844
5/23/2020 13:17,4252,-1.0699005,-0.34059143,9.827942
5/23/2020 13:17,4263,-1.3063202,-0.33940125,9.944061
5/23/2020 13:17,4272,-1.3212891,-0.2574005,9.8111725
5/23/2020 13:17,4282,-1.2440796,-0.12272644,9.762695
5/23/2020 13:17,4293,-0.9232483,0.10652161,9.724991
5/23/2020 13:17,4302,-0.8041382,0.14123535,9.472992
5/23/2020 13:17,4313,-0.75805664,-0.15625,9.391602
